Artist and Title,Streams,Daily,year
The Internet - Special Affair,103748770,24715.0,2015
"Donovan Woods - Portland, Maine",103488443,21329.0,2015
Mac Miller - ROS,103388808,51189.0,2015
The Neighbourhood - Baby Came Home 2 / Valentines,103054282,73718.0,2015
Nick Jonas - Levels,102999141,11782.0,2015
Alabama Shakes - This Feeling,102994565,35272.0,2015
Phillipa Soo - Take a Break,102928525,36075.0,2015
Little Mix - Hair,102850311,18491.0,2015
Lil Dicky - Lemme Freak,102699587,9300.0,2015
Lin-Manuel Miranda - Meet Me Inside,102696675,29613.0,2015
Klingande - RIVA (Restart The Game),102409084,20940.0,2015
Kelsea Ballerini - Yeah Boy,102085026,10792.0,2015
Travis Scott - Pray 4 Love,101982277,57620.0,2015
Hermitude - The Buzz,101958576,20471.0,2015
Krept & Konan - Freak Of The Week,101949656,9551.0,2015
filous - How Hard I Try,101777608,4114.0,2015
Bryson Tiller - Overtime,101235311,44853.0,2015
Mumford & Sons - Tompkins Square Park,101150194,24333.0,2015
Fourtwnty - Hitam Putih,101143430,133565.0,2015
Kygo - Firestone,100996912,14212.0,2015
5 Seconds of Summer - Jet Black Heart,100970653,18613.0,2015
Juan Gabriel - Ya No Vivo Por Vivir,100909133,25721.0,2015
Three Days Grace - Fallen Angel,100899410,37280.0,2015
Drake - Now & Forever,100793133,15910.0,2015
Brett Eldredge - Wanna Be That Song,100744142,39931.0,2015
Mac DeMarco - Another One,100656724,104080.0,2015
NF - Can You Hold Me,100179851,32346.0,2015
The Weeknd - Starboy,2917165185,2495366.0,2016
Drake - One Dance,2914025866,1391308.0,2016
The Chainsmokers - Closer,2713391387,757398.0,2016
James Arthur - Say You Won't Let Go,2591506472,1156301.0,2016
Travis Scott - goosebumps,2172340553,1133835.0,2016
DJ Snake - Let Me Love You,1984008168,1164861.0,2016
The Weeknd - Die For You,1966797198,2025117.0,2016
Post Malone - Congratulations,1882401300,634595.0,2016
Bruno Mars - That's What I Like,1879972386,1084076.0,2016
Mike Posner - I Took A Pill In Ibiza,1836907440,544618.0,2016
The Chainsmokers - Don't Let Me Down,1799095903,426570.0,2016
Lukas Graham - 7 Years,1758882015,984358.0,2016
Twenty One Pilots - Heathens,1666276941,564751.0,2016
Danny Ocean - Me Rehúso,1659102275,770104.0,2016
"Justin Timberlake - CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",1640253229,487674.0,2016
The Weeknd - I Feel It Coming,1632565139,688460.0,2016
Calvin Harris - This Is What You Came For,1595478703,627528.0,2016
Post Malone - I Fall Apart,1577787997,385640.0,2016
DNCE - Cake By The Ocean,1511319390,650459.0,2016
Childish Gambino - Redbone,1508232401,628249.0,2016
Major Lazer - Cold Water,1461094867,530336.0,2016
Clean Bandit - Rockabye,1439370433,401750.0,2016
Martin Garrix - In the Name of Love,1373788501,491985.0,2016
Fifth Harmony - Work from Home,1369140148,345595.0,2016
Rihanna - Needed Me,1357902260,673449.0,2016
"gnash - i hate u, i love u",1357662023,265511.0,2016
Ariana Grande - Side To Side,1355354421,453083.0,2016
Bruno Mars - 24K Magic,1334001260,478237.0,2016
Rihanna - Love On The Brain,1325366305,845438.0,2016
Rihanna - Work,1320566514,424222.0,2016
Drake - Hotline Bling,1272389560,388080.0,2016
Ariana Grande - Into You,1268333973,604096.0,2016
Billie Eilish - ocean eyes,1250884853,889452.0,2016
ZAYN - PILLOWTALK,1250683003,387686.0,2016
Hailee Steinfeld - Starving,1157367786,207421.0,2016
Desiigner - Panda,1153536610,172635.0,2016
The Lumineers - Ophelia,1146489255,737219.0,2016
Sia - Unstoppable,1102465734,968432.0,2016
Lil Wayne - Sucker for Pain,1085754868,257755.0,2016
Post Malone - White Iverson,1085201451,318695.0,2016
Sean Paul - No Lie,1049596105,585095.0,2016
Kungs - This Girl (Kungs Vs. Cookin' On 3 Burners),1046903275,328932.0,2016
Frank Ocean - Pink + White,1035312085,1398462.0,2016
DJ Snake - Middle,1022759303,256869.0,2016
Drake - Too Good,1013807465,224167.0,2016
Jonas Blue - Perfect Strangers,1002499612,345166.0,2016
Ariana Grande - Dangerous Woman,998194382,791038.0,2016
Post Malone - Go Flex,979389341,339525.0,2016
Lizzo - Truth Hurts,962623653,148103.0,2016
Calvin Harris - My Way,945213514,363889.0,2016
Rae Sremmurd - Black Beatles,932998826,250059.0,2016
KYLE - iSpy,930773267,197598.0,2016
Kygo - Stole the Show,916723931,272586.0,2016
Migos - Bad and Boujee,909079608,178089.0,2016
Daniel Caesar - Get You,895012749,666870.0,2016
Kanye West - Father Stretch My Hands Pt. 1,894607437,1284939.0,2016
Starley - Call On Me,874881511,128981.0,2016
Zion & Lennox - Otra vez,870274599,222856.0,2016
The Weeknd - Reminder,869139864,1049955.0,2016
Niall Horan - This Town,866348461,558938.0,2016
Rachel Platten - Fight Song,852260320,247418.0,2016
Galantis - No Money,842221863,146426.0,2016
DRAM - Broccoli,828396666,134196.0,2016
The Weeknd - Stargirl Interlude,823463345,1401909.0,2016
Rob $tone - Chill Bill,803199891,248553.0,2016
Future - Low Life,801568393,660168.0,2016
Drake - Controlla,786285700,151360.0,2016
Mike Perry - The Ocean,786257232,98303.0,2016
Bad Bunny - Diles,779177902,404306.0,2016
Lady Gaga - Million Reasons,778304732,285245.0,2016
Martin Jensen - Solo Dance,749749693,136367.0,2016
The 1975 - Somebody Else,742073351,291450.0,2016
James Arthur - Train Wreck,728519765,474728.0,2016
The Weeknd - Party Monster,725299486,539504.0,2016
Bruno Mars - Versace on the Floor,724568519,485547.0,2016
Flume - Never Be Like You,724060513,232668.0,2016
Alok - Hear Me Now,722993510,256118.0,2016
Alessia Cara - How Far I'll Go,720081142,119004.0,2016
Hippie Sabotage - Devil Eyes,712703242,361183.0,2016
Jon Bellion - All Time Low,710335659,149161.0,2016
CNCO - Reggaetón Lento (Bailemos),707898775,146448.0,2016
Alan Walker - Alone,693723762,239366.0,2016
Young Thug - Pick Up The Phone,678611444,210823.0,2016
Frank Ocean - Ivy,677505199,526381.0,2016
James Arthur - Can I Be Him,675931675,430803.0,2016
Russ - Losin Control,672891230,200996.0,2016
AJR - Weak,668604347,100466.0,2016
Cheat Codes - Sex,668264430,49723.0,2016
Sia - The Greatest,655072886,84125.0,2016
Anuel AA - Sola (Remix),651694603,249804.0,2016
Frank Ocean - Nights,650167533,355760.0,2016
Coldplay - Hymn for the Weekend,640390315,67988.0,2016
"Beach Weather - Sex, Drugs, Etc.",640088172,913183.0,2016
FRENSHIP - Capsize,637023161,83100.0,2016
Lil Uzi Vert - Money Longer,632327386,172957.0,2016
Enrique Iglesias - DUELE EL CORAZON,629906821,113867.0,2016
James TW - When You Love Someone,625898115,128921.0,2016
Rae Sremmurd - Swang,625060843,203423.0,2016
Sebastian Yatra - Traicionera,622053070,197385.0,2016
Sia - Cheap Thrills,620402667,302917.0,2016
Two Feet - Go Fuck Yourself,616386972,199361.0,2016
Jax Jones - You Don't Know Me,602715621,95811.0,2016
Lizzo - Good as Hell,599241451,158745.0,2016
Kygo - Stay,593714570,51209.0,2016
Ricky Martin - Vente Pa' Ca,591228788,122639.0,2016
The Chainsmokers - All We Know,585647118,102200.0,2016
Gente De Zona - La Gozadera,578757076,194457.0,2016
PARTYNEXTDOOR - Come and See Me,578187371,195134.0,2016
Kanye West - Famous,575330862,234400.0,2016
Chino & Nacho - Andas En Mi Cabeza,573553222,173762.0,2016
Burak Yeter - Tuesday,572648522,122715.0,2016
Meghan Trainor - NO,570904355,261362.0,2016
21 Savage - X,558758864,136656.0,2016
Dean Lewis - Waves,541744000,242120.0,2016
Marshmello - Alone,539502234,136359.0,2016
MØ - Final Song,539177766,51030.0,2016
J Balvin - Safari,537930063,119691.0,2016
Russ - What They Want,533353512,211000.0,2016
BTS - Blood Sweat & Tears,533151361,188373.0,2016
Nick Jonas - Close,532396831,91763.0,2016
Dua Lipa - Blow Your Mind (Mwah),527220517,128185.0,2016
TV Girl - Not Allowed,523936681,1200134.0,2016
Childish Gambino - Me and Your Mama,522010076,481169.0,2016
Astrid S - Hurts So Good,520917279,239388.0,2016
Vacations - Young,514287601,492990.0,2016
Ricky Montgomery - Line Without a Hook,510101689,427550.0,2016
Louis Tomlinson - Just Hold On,509238083,40889.0,2016
Auli'i Cravalho - How Far I'll Go,507698360,280690.0,2016
GoldLink - Crew,501810972,283882.0,2016
BLACKPINK - BOOMBAYAH,500325346,225269.0,2016
Piso 21 - Me Llamas,496144710,163642.0,2016
Post Malone - Feeling Whitney,495381920,176808.0,2016
A Boogie Wit da Hoodie - My Shit,492860456,325790.0,2016
Chance the Rapper - No Problem,492156108,56348.0,2016
Daniel Caesar - Japanese Denim,489497357,436002.0,2016
David Guetta - This One's for You,486838644,78492.0,2016
Kane Brown - What Ifs,484972554,141591.0,2016
J Balvin - Ginza,479592161,174154.0,2016
Bad Bunny - Soy Peor,479082779,162989.0,2016
Mura Masa - Love$ick,470177254,131027.0,2016
Andy Grammer - Fresh Eyes,469124925,68295.0,2016
IAmChino - Ay Mi Dios,467450024,96054.0,2016
J. Cole - Neighbors,465374148,156830.0,2016
Tory Lanez - Say It,463382312,277684.0,2016
Reik - Ya Me Enteré,461384345,234202.0,2016
Jennifer Lopez - Ain't Your Mama,459568290,102436.0,2016
Lil Peep - beamer boy,458510957,191251.0,2016
21 Savage - No Heart,458006452,168625.0,2016
"Russ - Psycho, Pt. 2",455993520,125755.0,2016
Billie Eilish - Six Feet Under,455793866,161868.0,2016
Meghan Trainor - Me Too,453830132,167396.0,2016
OneRepublic - Wherever I Go,452452081,158600.0,2016
Khalid - Coaster,451554596,82862.0,2016
Ariana Grande - Everyday,450488102,395550.0,2016
6LACK - PRBLMS,444117857,118719.0,2016
Ricky Montgomery - Mr. Loverman,443957652,432044.0,2016
Red Hot Chili Peppers - Dark Necessities,443556797,172671.0,2016
Olivia O'Brien - hate u love u,441409863,89753.0,2016
Lil Uzi Vert - Erase Your Social,440608131,128109.0,2016
Cheat Codes - Let Me Hold You (Turn Me On),440067616,31796.0,2016
Rihanna - Kiss It Better,434967796,358664.0,2016
Kanye West - Waves,431432563,139705.0,2016
Pentatonix - Hallelujah,428805390,811653.0,2016
The Lumineers - Sleep On The Floor,427620234,225356.0,2016
Lizzo - Good as Hell,425055088,58949.0,2016
Frank Ocean - White Ferrari,424232254,425511.0,2016
The Strumbellas - Spirits,422438241,124016.0,2016
Robin Schulz - Shed a Light,421199851,35871.0,2016
Florida Georgia Line - H.O.L.Y.,417206422,75294.0,2016
Lil Uzi Vert - You Was Right,415656289,60256.0,2016
Joy Again - Looking Out for You,414627589,323172.0,2016
J Balvin - Sigo Extrañándote,411107897,107215.0,2016
NEIKED - Sexual,407485227,35206.0,2016
Arcángel - Tu No Vive Asi,407216789,362519.0,2016
Kent Jones - Don't Mind,406999730,37835.0,2016
Lukas Graham - Mama Said,406904192,79909.0,2016
Travis Scott - beibs in the trap,401197169,103740.0,2016
Skrillex - Purple Lamborghini,400472312,68988.0,2016
BLACKPINK - PLAYING WITH FIRE,397164824,218686.0,2016
PnB Rock - Selfish,396408588,102086.0,2016
MC Kevinho - Olha A Explosão,395121585,139686.0,2016
Morat - Cómo Te Atreves,394532029,183022.0,2016
Phil Collins - Against All Odds (Take a Look at Me Now),392458948,237181.0,2016
Frank Ocean - Self Control,392019662,243774.0,2016
Post Malone - Deja Vu,391175098,55915.0,2016
J. Cole - Deja Vu,390938770,111987.0,2016
León Larregui - Locos,390934854,295923.0,2016
Kehlani - Gangsta,388119241,187134.0,2016
John Legend - Love Me Now,387624201,61129.0,2016
Macklemore & Ryan Lewis - Downtown,386805064,65660.0,2016
Desiigner - Tiimmy Turner,384466816,65219.0,2016
Tove Lo - Cool Girl,383581150,46979.0,2016
Flume - Say It,380202943,57976.0,2016
Jósean Log - Chachachá,380094671,254880.0,2016
Jon Pardi - Head Over Boots,378681450,208812.0,2016
Marc E. Bassy - You & Me,375381437,23941.0,2016
Jonas Blue - By Your Side,374594304,65259.0,2016
Drake - Feel No Ways,373283955,253642.0,2016
Mac Miller - Dang!,372526221,155619.0,2016
Rihanna - Desperado,371469220,124226.0,2016
Alan Walker - Sing Me to Sleep,369997939,70035.0,2016
Phil Collins - You'll Be in My Heart,369222382,164416.0,2016
Post Malone - No Option,368186716,78888.0,2016
TV Girl - Cigarettes out the Window,368120621,932307.0,2016
DNCE - Toothbrush,367568134,78745.0,2016
A Boogie Wit da Hoodie - Still Think About You,364696801,234870.0,2016
Drake - Pop Style,363860706,44909.0,2016
Bebe Rexha - I Got You,363830850,37882.0,2016
Anne-Marie - Alarm,363388399,67215.0,2016
The Weeknd - Sidewalks,360606562,146508.0,2016
Fifth Harmony - All In My Head (Flex),360393194,35645.0,2016
Fifth Harmony - That's My Girl,358674354,187921.0,2016
A Boogie Wit da Hoodie - Jungle,357405070,174264.0,2016
BLACKPINK - WHISTLE,357031154,186833.0,2016
Jon Pardi - Heartache On The Dance Floor,356517176,194994.0,2016
MAX - Lights Down Low,351738424,56909.0,2016
Nebu Kiniza - Gassed Up,350281491,60741.0,2016
Imany - Don't Be so Shy,348088954,89181.0,2016
Daddy Yankee - Shaky Shaky,347385008,46153.0,2016
Fat Joe - All The Way Up,345882078,69387.0,2016
Shakira - Try Everything,344829363,182725.0,2016
Tory Lanez - LUV,344131542,91684.0,2016
Banda MS de Sergio Lizárraga - Me Vas a Extrañar,343931635,212934.0,2016
Ellie Goulding - Still Falling For You,341832200,144780.0,2016
Gucci Mane - Both,340268331,79920.0,2016
Jon Pardi - Dirt On My Boots,340083244,198304.0,2016
Timeflies - Once In a While,339735254,9806.0,2016
Ariana Grande - Let Me Love You,338744724,171515.0,2016
The Lumineers - Cleopatra,338657936,236806.0,2016
Kanye West - Ultralight Beam,338521569,100728.0,2016
Sia - The Greatest,336568052,254698.0,2016
Rihanna - Sex With Me,336094320,146919.0,2016
Lil Peep - white tee,334391570,272194.0,2016
Mac Miller - My Favorite Part,332856485,123430.0,2016
The Weeknd - Secrets,331670208,117572.0,2016
Alvaro Soler - Sofia,330962942,100361.0,2016
Skillet - Feel Invincible,330865191,147799.0,2016
Vicetone - Astronomia,330104494,70112.0,2016
Lil Yachty - One Night,328965993,34357.0,2016
Frank Ocean - Godspeed,327023171,191109.0,2016
BTS - Burning Up (FIRE),326859305,103749.0,2016
Ofenbach - Be Mine,325943993,99255.0,2016
"P!nk - Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",324941672,102206.0,2016
Fitz and The Tantrums - HandClap,320538941,109640.0,2016
Jon Pardi - Night Shift,319057388,223123.0,2016
Post Malone - Too Young,314494706,40468.0,2016
Thalia - Desde Esa Noche,311326252,56264.0,2016
Bastille - Good Grief,307163272,98202.0,2016
Isaiah Firebrace - It's Gotta Be You,306951518,21415.0,2016
BTS - Save Me,306429029,91315.0,2016
Dua Lipa - Hotter Than Hell,304966356,90814.0,2016
Florida Georgia Line - May We All,303311378,85849.0,2016
Young M.A - OOOUUU,302429076,76609.0,2016
Bruno Mars - Chunky,302083413,89835.0,2016
ItaloBrothers - Summer Air,301016773,30164.0,2016
Charly Black - Gyal You a Party Animal,299683671,42674.0,2016
The 1975 - The Sound,299510826,79187.0,2016
Steve Lacy - Some,295704983,547894.0,2016
CHANYEOL - Stay With Me,294792523,166222.0,2016
Frank Ocean - Nikes,294406176,123245.0,2016
Beyoncé - Formation,294195432,147058.0,2016
Kygo - Raging,294118157,56475.0,2016
Noah Cyrus - Make Me (Cry),291654325,53483.0,2016
Cuco - Lover Is a Day,290980716,164329.0,2016
Keith Urban - Blue Ain't Your Color,290532403,91171.0,2016
Panic! At The Disco - Don't Threaten Me with a Good Time,290108481,71359.0,2016
The Weeknd - False Alarm,289265854,121532.0,2016
Chance the Rapper - Juke Jam,288455958,30418.0,2016
Bomba Estéreo - To My Love,288264933,53484.0,2016
Drake - Still Here,287998419,59661.0,2016
Don Omar - Te Quiero Pa´Mi,287675527,75848.0,2016
The Weeknd - Six Feet Under,285595625,88146.0,2016
Maluma - Cuatro Babys,285224864,217941.0,2016
Drake - Fire & Desire,285084972,123617.0,2016
COIN - Talk Too Much,284816097,84572.0,2016
Ariana Grande - Be Alright,284087993,58399.0,2016
Kanye West - Champions,284035851,43526.0,2016
The Weeknd - True Colors,283360260,86557.0,2016
Drake - Childs Play,282802831,87558.0,2016
Brent Faiyaz - Poison,280623357,467960.0,2016
Hailee Steinfeld - Rock Bottom,280159339,40156.0,2016
C. Tangana - Antes de Morirme,278954816,193923.0,2016
Nevada - The Mack,277961696,21467.0,2016
Chance the Rapper - All Night,277665121,54862.0,2016
Kodak Black - Too Many Years,274413882,46994.0,2016
Chase Atlantic - Slow Down,274058602,353292.0,2016
$uicideboy$ - Antarctica,272534188,362172.0,2016
Cartel De Santa - Leve,271194696,123757.0,2016
6LACK - Ex Calling,269190999,34539.0,2016
Rihanna - Consideration,267582178,136393.0,2016
Sage The Gemini - Now and Later,265241261,15169.0,2016
ZAYN - LIKE I WOULD,264975252,31221.0,2016
John Mayer - Love on the Weekend,264967270,75167.0,2016
Tulus - Monokrom,263469869,337476.0,2016
Galantis - Love on Me,263448398,16952.0,2016
Carlos Rivera - Que Lo Nuestro Se Quede Nuestro,261442224,99016.0,2016
Kanye West - Wolves,258607242,92160.0,2016
Rex Orange County - Corduroy Dreams,257662266,55706.0,2016
Travis Scott - sdp interlude,257044000,511003.0,2016
J Balvin - Bobo,255185526,40765.0,2016
Travis Scott - through the late night,255040217,60116.0,2016
Sabrina Carpenter - Thumbs,253262799,121588.0,2016
Ty Dolla $ign - Wavy,252684637,27786.0,2016
Ariana Grande - Greedy,252235501,119193.0,2016
DJ Khaled - For Free,252228188,52296.0,2016
Banda MS de Sergio Lizárraga - Solo Con Verte,248992686,99570.0,2016
Drake - Sneakin’,248527580,42984.0,2016
Rihanna - Woo,248410966,198849.0,2016
The Weeknd - Rockin’,247915357,68029.0,2016
Lil Uzi Vert - Do What I Want,247298903,44426.0,2016
Young Thug - Digits,246520829,109269.0,2016
Yiyo Sarante - Corazon de Acero,246380498,203441.0,2016
Ella Mai - She Don't,245297065,72602.0,2016
Vicetone - Nevada,244431265,102504.0,2016
Christian Leave - Please Notice,243277568,69329.0,2016
Grupo Codiciado - Gente De Accionar,241977027,91611.0,2016
"Jon Z - 0 Sentimientos (Remix) [feat. Noriel, Darkiel, Lyan, Messiah & Baby Rasta]",241564620,156637.0,2016
Mac Miller - Congratulations,240887641,410716.0,2016
Bruno Mars - Finesse,239643426,111023.0,2016
Ryan Gosling - City Of Stars,239429714,96701.0,2016
Møme - Aloha,238880450,33526.0,2016
Tash Sultana - Jungle,236954876,88111.0,2016
Farruko - Passion Whine,235829735,127505.0,2016
Kanye West - Pt. 2,234394389,85268.0,2016
Last Child - Duka,233841846,471294.0,2016
Kanye West - Fade,232729161,56129.0,2016
BTS - Lie,231435330,83182.0,2016
Reik - Ya Me Enteré,231254169,13862.0,2016
A R I Z O N A - Oceans Away,230407591,22370.0,2016
Russ - Pull The Trigger,229981986,49063.0,2016
ZAYN - fOoL fOr YoU,228798108,56471.0,2016
Eric Bellinger - G.O.A.T.,228184632,94335.0,2016
Deorro - Bailar,226991325,47192.0,2016
Russ - Ain't Nobody Takin My Baby,226751721,52964.0,2016
Post Malone - Patient,226601398,33164.0,2016
Glass Animals - The Other Side Of Paradise,225027779,92553.0,2016
The Weeknd - A Lonely Night,224883481,107392.0,2016
Dave - Thiago Silva,224620417,87124.0,2016
Yandar & Yostin - Te Pintaron Pajaritos,224452194,464784.0,2016
Travis Scott - wonderful,223706477,50532.0,2016
Morat - Aprender A Quererte,222539048,158827.0,2016
Christopher Jackson - Where You Are,222529963,116875.0,2016
Lil Uzi Vert - Ps & Qs,222052934,41374.0,2016
Stefflon Don - 16 Shots,221325151,62673.0,2016
Marian Hill - Down,220980787,27445.0,2016
ScHoolboy Q - THat Part,220506452,26944.0,2016
Young Thug - Wyclef Jean,220088679,29101.0,2016
Vancouver Sleep Clinic - Someone To Stay,219555643,278540.0,2016
Dan + Shay - From the Ground Up,219525357,55626.0,2016
MadeinTYO - Uber Everywhere,219437004,10623.0,2016
Alejandro Sanz - Deja Que Te Bese,218777385,44223.0,2016
Calibre 50 - Siempre Te Voy A Querer,218654263,77144.0,2016
Father John Misty - Real Love Baby,218461773,370421.0,2016
Martin Solveig - Places,217911530,25128.0,2016
Olivia Holt - History,217667615,6302.0,2016
Jalen Santoy - Foreplay,217468654,77737.0,2016
Revol - Me Ama Me Odia,217282173,154323.0,2016
Kanye West - FML,215339825,52896.0,2016
RÜFÜS DU SOL - You Were Right,214359883,143785.0,2016
Post Malone - Big Lie,214109294,25689.0,2016
Lady Gaga - Perfect Illusion,213759785,36658.0,2016
RÜFÜS DU SOL - Innerbloom,213409281,191879.0,2016
Chance the Rapper - Same Drugs,213079598,22745.0,2016
Kanye West - No More Parties In LA,212849585,143506.0,2016
Jason Derulo - If It Ain't Love,212571809,11396.0,2016
BLACKPINK - STAY,212192406,118753.0,2016
Clean Bandit - Tears,211923311,23335.0,2016
Opetaia Foa'i - We Know The Way,211481228,75581.0,2016
Banda MS de Sergio Lizárraga - Tengo Que Colgar,210368079,64153.0,2016
Matoma - False Alarm,209870584,12945.0,2016
EDEN - XO,209586572,35648.0,2016
J. Cole - Immortal,208164786,36383.0,2016
Porter Robinson - Shelter,207761355,43059.0,2016
EXO - Monster,207616596,59310.0,2016
Carlos Rivera - ¿Cómo Pagarte?,207543733,104892.0,2016
DNCE - Truthfully,207401461,18769.0,2016
A$AP Mob - Yamborghini High,206147197,33689.0,2016
50 Cent - I'm The Man,205950153,106007.0,2016
"Brett Eldredge - Baby, It's Cold Outside",205816963,360688.0,2016
Logic - Flexicution,205614644,25382.0,2016
Post Malone - Money Made Me Do It,205607846,18792.0,2016
Frank Ocean - Solo,205322516,92109.0,2016
Sia - Move Your Body,205289380,64878.0,2016
Demi Lovato - Body Say,204855599,9318.0,2016
EDEN - sex,204503549,29881.0,2016
Celia Cruz - La Vida Es Un Carnaval,203694240,107551.0,2016
PLVTINUM - Champagne & Sunshine,201795156,141707.0,2016
Nathan Sykes - Over And Over Again,201498644,25095.0,2016
Beyoncé - Hold Up,200554640,61762.0,2016
Kanye West - Real Friends,199573593,52494.0,2016
ANAVITÓRIA - Trevo (Tu),199527457,65878.0,2016
Tujamo - Drop That Low (When I Dip),199033318,87666.0,2016
Ariana Grande - Moonlight,198979765,74048.0,2016
Drake - Summer Sixteen,198566180,27361.0,2016
Volbeat - The Devil's Bleeding Crown,197837259,66190.0,2016
Elevation Worship - O Come to the Altar (Live),196770686,73979.0,2016
PARTYNEXTDOOR - Not Nice,196671851,30674.0,2016
SALES - Pope Is a Rockstar,194719471,119608.0,2016
Kings of Leon - Waste A Moment,194640020,89693.0,2016
Niykee Heaton - Bad Intentions,194345022,28392.0,2016
Nicky Jam - En La Cama,194075522,185541.0,2016
"Ñejo & Dalmata - Sexo, Sudor & Calor",192920193,143949.0,2016
Sia - Never Give Up,192323122,66248.0,2016
Dierks Bentley - Somewhere On A Beach,192276332,50386.0,2016
H.E.R. - Focus,192163761,84374.0,2016
Imagine Dragons - Not Today,191578757,62530.0,2016
Rich Brian - Dat $tick,190730742,27888.0,2016
The Weeknd - Ordinary Life,190463569,82058.0,2016
YG - Why You Always Hatin?,189863810,22024.0,2016
Drake - With You,188320423,36082.0,2016
Red Velvet - 러시안 룰렛 Russian Roulette,188254922,111637.0,2016
Hailee Steinfeld - Flashlight (Sweet Life Mix),188156561,19070.0,2016
Bad Bunny - Caile,187887733,103946.0,2016
"Florida Georgia Line - God, Your Mama, And Me",186819437,28828.0,2016
Kygo - Fragile,186140797,38460.0,2016
Volbeat - For Evigt,185813434,50816.0,2016
Bruno Mars - Perm,185586704,32782.0,2016
Future - Wicked,185119234,86764.0,2016
NF - How Could You Leave Us,184812850,48662.0,2016
TWICE - TT,184473218,125142.0,2016
Cartel De Santa - Culón Culito,182828198,79803.0,2016
PNL - Onizuka,181926908,106789.0,2016
Glass Animals - Youth,181402331,94609.0,2016
Ben Platt - Waving Through A Window,180373122,58298.0,2016
Phil Collins - Strangers Like Me,180336490,57941.0,2016
Gavin James - Nervous,179760272,6972.0,2016
The Weeknd - Attention,179332374,59179.0,2016
Drake - Redemption,179100923,62400.0,2016
Drake - Hype,178995019,27257.0,2016
The Weeknd - Nothing Without You,178882472,58514.0,2016
Rae Sremmurd - Look Alive,178633944,20611.0,2016
The Lumineers - Angela,177849057,96342.0,2016
Ghost - Square Hammer,176776857,120779.0,2016
Skillet - The Resistance,176430122,87419.0,2016
Yo Gotti - Down In the DM,176213491,11399.0,2016
Ugly God - Water,175942367,15141.0,2016
Meek Mill - Litty,175925407,26568.0,2016
Lil Peep - Gym Class,175556722,80301.0,2016
J. Cole - Change,174879937,68104.0,2016
Mac Miller - Cinderella,174356228,64903.0,2016
Anna Kendrick - True Colors,173500227,60738.0,2016
Sin Bandera - En Ésta No,172780131,61111.0,2016
Anderson .Paak - Come Down,172736300,58937.0,2016
Alessia Cara - River Of Tears,172669007,22609.0,2016
Mustard - Want Her,172202331,38051.0,2016
Keith Urban - The Fighter,171795869,32141.0,2016
"Pritam - Channa Mereya (From ""Ae Dil Hai Mushkil"")",171466220,202984.0,2016
The Struts - Could Have Been Me,171389074,123728.0,2016
Martin Jensen - All I Wanna Do,171353369,10110.0,2016
BTS - 21st Century Girl,171277078,41158.0,2016
Marc E. Bassy - Morning,171224042,16432.0,2016
Kygo - Nothing Left,170573903,10390.0,2016
BTS - BTS Cypher 4,170388674,41676.0,2016
French Montana - Lockjaw,170146469,25198.0,2016
Crush - Beautiful,169778044,74674.0,2016
DJ Khaled - Do You Mind,169739067,37724.0,2016
KAYTRANADA - YOU'RE THE ONE,169520535,73891.0,2016
"Rihanna - Yeah, I Said It",168598662,61449.0,2016
Bruno Mars - Too Good to Say Goodbye,168153061,80156.0,2016
Los Plebes del Rancho de Ariel Camacho - No Lo Hice Bien,168110804,76445.0,2016
Justin Hurwitz - Mia & Sebastian’s Theme,167996373,106798.0,2016
Jorge & Mateus - Paredes,167762558,58136.0,2016
Klasico - Corazon De Seda,167745207,97094.0,2016
V - It's Definitely You,166987508,121963.0,2016
"Arijit Singh - Mast Magan (From ""2 States"")",166539584,291752.0,2016
Drake - Grammys,165624205,20024.0,2016
Maiara & Maraisa - Medo Bobo,165320441,61808.0,2016
BTS - Stigma,165068871,47283.0,2016
Tulus - Langit Abu-Abu,164815086,194734.0,2016
Future - Used to This,164797426,30960.0,2016
Crecer German - Quién Te Entiende,164755871,51047.0,2016
Kanye West - Saint Pablo,164725528,131535.0,2016
Chance the Rapper - All We Got,164621387,23152.0,2016
MK - Piece Of Me,164565282,23730.0,2016
John Coltrane - In a Sentimental Mood,164139832,62552.0,2016
Lil Peep - white wine,164017936,76939.0,2016
Henrique & Diego - Raspão,163226929,42637.0,2016
Katy Perry - Rise,162522623,33775.0,2016
Dread Mar I - Hoja en Blanco,162220948,72140.0,2016
RY X - Only,161990173,107487.0,2016
J. Cole - 4 Your Eyez Only,161858188,64757.0,2016
Beyoncé - Sorry,161330754,62402.0,2016
Fat Joe - All The Way Up (Remix),161298205,14294.0,2016
The Weeknd - All I Know,161047815,46595.0,2016
Travis Scott - way back,159745101,58082.0,2016
Rachel Platten - Stand By You,159503226,40153.0,2016
Big Sean - Living Single,159391857,17623.0,2016
Armin van Buuren - Great Spirit,159318133,56118.0,2016
"Pritam - Ae Dil Hai Mushkil Title Track (From ""Ae Dil Hai Mushkil"")",159286242,243008.0,2016
Jason Aldean - Any Ol' Barstool,158931980,22985.0,2016
Farruko - Lejos de Aquí,158847073,39871.0,2016
Cosculluela - Manicomio,158648427,143435.0,2016
